Station Offset to Points Report,,,,
,,,,
Client:,Prepared by:,,,
Client,Preparer,,,
Client Company,Your Company Name,,,
Address 1,123 Main Street,,,
Date: 7/7/2024 10:32:13 AM,,,,
,,,,
,,,,
Alignment Name: en-d19,,,,
Description:,,,,
"Station Range: Start: 17+125.67, End: 23+797.40",,,,
,,,,
Point,Station,Offset,Elevation,Description
3162,23+640.19,21.933m,"1,094.656m",
3163,23+660.12,-15.998m,"1,097.117m",
3164,23+660.29,-12.770m,"1,097.095m",
3165,23+660.12,-7.821m,"1,095.687m",
3166,23+660.07,0.141m,"1,095.359m",
3167,23+660.15,7.276m,"1,095.073m",
3168,23+660.09,13.422m,"1,094.558m",
3169,23+659.88,19.834m,"1,094.384m",
3170,23+680.05,-17.696m,"1,097.096m",
3171,23+679.94,-14.408m,"1,097.003m",
3172,23+680.11,-5.886m,"1,095.436m",
3173,23+679.94,-9.575m,"1,095.837m",
3174,23+679.93,0.253m,"1,095.224m",
3175,23+679.83,8.336m,"1,094.837m",
3176,23+680.15,14.985m,"1,094.385m",
3177,23+679.94,22.702m,"1,094.081m",
3178,23+699.60,-23.493m,"1,096.986m",
3179,23+699.78,-20.162m,"1,097.032m",
3180,23+700.16,-16.565m,"1,096.973m",
3181,23+700.11,-15.272m,"1,097.005m",
3182,23+700.09,-14.841m,"1,095.141m",
3183,23+700.02,-6.815m,"1,094.862m",
3184,23+699.99,-5.003m,"1,094.986m",
3185,23+700.03,0.045m,"1,094.952m",
3186,23+699.95,8.216m,"1,094.770m",
3187,23+700.15,15.351m,"1,094.155m",
3188,23+699.91,21.687m,"1,093.978m",
3189,23+720.04,-14.919m,"1,096.226m",
3190,23+720.23,-6.856m,"1,095.262m",
3191,23+720.08,-4.172m,"1,095.060m",
3192,23+720.01,0.049m,"1,094.860m",
3193,23+720.13,9.545m,"1,094.441m",
3194,23+720.13,14.682m,"1,093.853m",
3195,23+719.76,20.610m,"1,093.188m",
3196,23+719.40,25.652m,"1,093.177m",
3197,23+740.27,-14.826m,"1,095.261m",
3198,23+740.03,-7.475m,"1,095.182m",
3199,23+739.87,0.407m,"1,094.855m",
3200,23+739.90,9.440m,"1,094.529m",
3201,23+739.83,15.019m,"1,094.075m",
3202,23+740.14,23.075m,"1,093.883m",
3203,23+739.94,32.192m,"1,093.616m",
3204,23+759.72,27.666m,"1,094.189m",
3205,23+760.33,19.546m,"1,094.700m",
3206,23+760.00,15.276m,"1,094.500m",
3207,23+760.12,10.432m,"1,094.816m",
3208,23+760.11,0.413m,"1,095.089m",
3209,23+759.92,-7.801m,"1,095.279m",
3210,23+760.09,-14.785m,"1,095.324m",
3211,23+760.16,-21.654m,"1,095.817m",
3212,23+778.96,39.593m,"1,093.768m",
3213,23+780.28,19.493m,"1,094.063m",
3214,23+779.80,15.218m,"1,094.122m",
3215,23+779.71,9.781m,"1,094.319m",
3216,23+779.88,0.324m,"1,094.519m",
3217,23+780.07,-8.561m,"1,094.688m",
3218,23+779.94,-14.998m,"1,094.857m",
3219,23+780.72,-22.908m,"1,095.153m",
3220,23+797.17,24.354m,"1,093.306m",
3221,23+797.33,15.207m,"1,093.733m",
3222,23+797.09,9.809m,"1,093.966m",
3223,23+797.22,0.220m,"1,094.358m",
3224,23+797.13,-8.735m,"1,094.529m",
3225,23+796.99,-11.033m,"1,094.415m",
3226,23+796.85,-16.348m,"1,094.567m",
3227,23+796.98,-23.009m,"1,094.627m",
3228,23+692.31,22.098m,"1,094.216m",
3229,23+692.87,12.095m,"1,094.341m",
3230,23+693.15,8.502m,"1,094.850m",
3231,23+693.73,0.304m,"1,095.075m",
3232,23+694.79,-6.185m,"1,095.482m",
3233,Out of range,Out of range,"1,323.022m",(l)l
3234,Out of range,Out of range,"1,322.755m",(l)l
3235,Out of range,Out of range,"1,320.875m",(l)l
3236,Out of range,Out of range,"1,321.825m",(l)l
3237,Out of range,Out of range,"1,319.198m",(l)l
3238,Out of range,Out of range,"1,315.773m",(l)l
3239,Out of range,Out of range,"1,313.094m",(l)l
3240,Out of range,Out of range,"1,398.499m",(l)l
3241,Out of range,Out of range,"1,408.115m",(l)l
3242,Out of range,Out of range,"1,575.009m",(l)l
3243,Out of range,Out of range,"1,322.900m",(l)l
3244,Out of range,Out of range,"1,322.746m",(l)l
3245,Out of range,Out of range,"1,320.886m",(l)l
3246,Out of range,Out of range,"1,321.973m",(l)l
3247,Out of range,Out of range,"1,319.264m",(l)l
3248,Out of range,Out of range,"1,316.067m",(l)l
3249,Out of range,Out of range,"1,322.909m",(l)l
3250,Out of range,Out of range,"1,322.805m",(l)l
3251,Out of range,Out of range,"1,320.914m",(l)l
3252,Out of range,Out of range,"1,317.676m",(l)l
3253,Out of range,Out of range,"1,323.084m",(l)l
3254,Out of range,Out of range,"1,322.749m",(l)l
3255,Out of range,Out of range,"1,320.936m",(l)l
3256,Out of range,Out of range,"1,317.627m",(l)l
3257,Out of range,Out of range,"1,510.774m",(lab)lab
3258,Out of range,Out of range,"1,521.315m",(lab)lab
3259,Out of range,Out of range,"1,525.610m",(lab)lab
3260,Out of range,Out of range,"1,539.355m",(lab)lab
3261,Out of range,Out of range,"1,544.778m",(lab)lab
3262,Out of range,Out of range,"1,550.950m",(lab)lab
3263,Out of range,Out of range,"1,556.452m",(lab)lab
3264,Out of range,Out of range,"1,564.784m",(lab)lab
3265,Out of range,Out of range,"1,569.343m",(lab)lab
3266,Out of range,Out of range,"1,591.832m",(lab)lab
3267,23+310.53,-0.007m,"1,095.911m",
3268,23+310.80,-3.776m,"1,096.712m",
3269,23+310.94,-5.942m,"1,097.350m",
3270,23+310.96,-9.115m,"1,097.947m",
3271,23+311.03,-12.563m,"1,097.949m",
3272,23+311.08,-15.874m,"1,097.957m",
3273,23+310.74,-7.060m,"1,097.786m",
3274,23+319.94,-15.658m,"1,097.902m",
3275,23+320.04,-12.478m,"1,097.937m",
3276,23+319.98,-8.979m,"1,097.876m",
3277,23+320.11,-7.445m,"1,097.733m",
3278,23+319.96,-3.756m,"1,096.456m",
3279,23+320.05,0.110m,"1,095.734m",
3280,23+319.85,8.527m,"1,094.859m",
3281,23+320.10,15.178m,"1,094.868m",
3282,23+320.28,19.486m,"1,094.599m",
3283,23+320.32,26.380m,"1,094.332m",
3284,23+339.94,-15.603m,"1,097.889m",
3285,23+339.90,-8.902m,"1,097.871m",
3286,23+339.97,-12.350m,"1,097.885m",
3287,23+340.08,-4.779m,"1,096.848m",
3288,23+340.14,0.032m,"1,095.990m",
3289,23+339.86,8.458m,"1,094.549m",
3290,23+340.27,15.444m,"1,094.863m",
3291,23+340.25,19.041m,"1,094.821m",
3292,23+340.16,27.358m,"1,094.646m",
3293,23+359.93,-15.535m,"1,097.830m",
3294,23+359.94,-12.429m,"1,097.830m",
3295,23+360.12,-8.990m,"1,097.853m",
3296,23+360.10,-6.721m,"1,097.459m",
3297,23+360.08,-4.189m,"1,096.699m",
3298,23+359.96,0.031m,"1,096.109m",
3299,23+360.07,8.732m,"1,094.942m",
3300,23+359.84,15.208m,"1,095.187m",
3301,23+359.77,18.605m,"1,095.108m",
3302,23+359.65,26.016m,"1,094.875m",
3303,23+380.04,-15.569m,"1,097.772m",
3304,23+380.17,-12.357m,"1,097.803m",
3305,23+380.04,-8.881m,"1,097.787m",
3306,23+380.05,-7.612m,"1,097.657m",
3307,23+380.06,-4.988m,"1,096.870m",
3308,23+380.02,-3.158m,"1,096.507m",
3309,23+380.03,0.253m,"1,096.004m",
3310,23+380.18,15.358m,"1,095.101m",
3311,23+379.68,25.887m,"1,094.869m",
3312,23+400.04,-15.588m,"1,097.735m",
3313,23+400.11,-8.658m,"1,097.709m",
3314,23+400.06,-12.266m,"1,097.761m",
3315,23+399.98,-5.215m,"1,096.920m",
3316,23+399.97,0.113m,"1,096.074m",
3317,23+399.99,4.655m,"1,095.388m",
3318,23+400.08,10.920m,"1,095.277m",
3319,23+399.86,15.211m,"1,095.032m",
3320,23+399.80,25.592m,"1,094.912m",
3321,23+420.13,-15.686m,"1,097.704m",
3322,23+419.99,-12.388m,"1,097.681m",
3323,23+419.94,-8.899m,"1,097.664m",
3324,23+420.05,-6.609m,"1,097.352m",
3325,23+420.06,0.036m,"1,095.965m",
3326,23+419.78,15.147m,"1,095.283m",
3327,23+420.09,6.795m,"1,095.306m",
3328,23+420.04,24.367m,"1,094.959m",
3329,23+440.05,-15.506m,"1,097.608m",
3330,23+439.93,-12.378m,"1,097.647m",
3331,23+439.98,-8.917m,"1,097.623m",
3332,23+440.11,-6.492m,"1,097.234m",
3333,23+440.08,-4.485m,"1,096.293m",
3334,23+440.08,-0.159m,"1,096.066m",
3335,23+439.96,4.543m,"1,095.784m",
3336,23+440.09,10.815m,"1,095.281m",
3337,23+440.25,15.285m,"1,095.270m",
3338,23+439.68,21.136m,"1,094.977m",
3339,23+460.06,-15.524m,"1,097.605m",
3340,23+460.09,-12.460m,"1,097.626m",
3341,23+460.04,-8.928m,"1,097.611m",
3342,23+459.92,-6.368m,"1,097.069m",
3343,23+459.98,-4.829m,"1,096.423m",
3344,23+460.01,0.071m,"1,096.244m",
3345,23+459.99,0.461m,"1,096.203m",
3346,23+459.99,4.702m,"1,095.745m",
3347,23+460.07,8.274m,"1,095.481m",
3348,23+459.99,15.008m,"1,095.253m",
3349,23+460.30,19.225m,"1,095.090m",
3350,23+480.35,22.001m,"1,095.018m",
3351,23+479.91,17.208m,"1,095.127m",
3352,23+479.97,15.107m,"1,095.172m",
3353,23+480.11,6.130m,"1,095.732m",
3354,23+480.13,4.967m,"1,095.852m",
3355,23+480.20,0.145m,"1,096.343m",
3356,23+480.14,-4.920m,"1,096.536m",
3357,23+480.01,-8.885m,"1,097.578m",
3358,23+479.99,-6.776m,"1,097.347m",
3359,23+480.12,-12.311m,"1,097.579m",
3360,23+479.96,-15.393m,"1,097.554m",
3361,23+499.99,-15.472m,"1,097.489m",
3362,23+500.04,-11.933m,"1,097.537m",
3363,23+499.99,-8.977m,"1,097.518m",
3364,23+500.23,-5.266m,"1,096.636m",
3365,23+500.09,0.290m,"1,096.302m",
3366,23+500.02,6.350m,"1,095.631m",
3367,23+500.04,11.860m,"1,095.396m",
3368,23+499.68,19.215m,"1,095.220m",
3369,23+520.05,-15.542m,"1,097.447m",
3370,23+519.99,-12.273m,"1,097.476m",
3371,23+520.20,-8.742m,"1,097.443m",
3372,23+520.13,-5.082m,"1,096.493m",
3373,23+519.95,0.003m,"1,096.123m",
3374,23+520.21,6.399m,"1,095.435m",
3375,23+520.00,14.980m,"1,095.184m",
3376,23+519.43,24.134m,"1,094.918m",
3377,23+540.05,-15.578m,"1,097.415m",
3378,23+540.13,-12.330m,"1,097.410m",
3379,23+539.95,-8.861m,"1,097.407m",
3380,23+539.98,-4.748m,"1,096.273m",
3381,23+540.22,0.064m,"1,095.997m",
3382,23+540.16,6.479m,"1,095.312m",
3383,23+539.88,15.117m,"1,095.051m",
3384,23+560.14,-15.539m,"1,097.355m",
3385,23+559.98,-12.461m,"1,097.363m",
3386,23+560.07,-8.951m,"1,097.351m",
3387,22+919.29,24.334m,"1,094.604m",
3388,22+940.09,-16.140m,"1,097.488m",
3389,22+940.00,-12.554m,"1,097.533m",
3390,22+940.12,-9.358m,"1,097.503m",
3391,22+940.04,-5.637m,"1,096.625m",
3392,22+939.96,-0.013m,"1,095.730m",
3393,22+940.07,6.823m,"1,095.436m",
3394,22+940.00,9.390m,"1,095.334m",
3395,22+939.92,13.135m,"1,095.245m",
3396,22+940.00,15.302m,"1,095.139m",
3397,22+940.09,17.678m,"1,095.016m",
3398,22+940.02,24.571m,"1,094.791m",
3399,22+951.00,25.648m,"1,094.929m",
3400,22+951.61,18.899m,"1,095.040m",
3401,22+951.22,13.963m,"1,095.240m",
3402,22+950.99,9.760m,"1,095.574m",
3403,22+951.05,5.957m,"1,095.583m",
3404,22+950.49,-0.135m,"1,095.872m",
3405,22+950.59,-3.790m,"1,096.311m",
3406,22+950.38,-5.519m,"1,096.863m",
3407,22+950.44,-7.627m,"1,097.498m",
3408,22+950.36,-9.333m,"1,097.559m",
3409,22+950.38,-12.609m,"1,097.574m",
3410,22+950.41,-15.971m,"1,097.532m",
3411,22+960.11,-15.696m,"1,097.596m",
3412,22+960.03,-12.476m,"1,097.594m",
3413,22+960.02,-9.242m,"1,097.584m",
3414,22+960.01,-7.845m,"1,097.540m",
3415,22+960.01,-4.654m,"1,096.537m",
3416,22+960.04,0.289m,"1,095.869m",
3417,22+960.00,6.665m,"1,095.643m",
3418,22+959.98,14.847m,"1,095.298m",
3419,22+960.00,17.704m,"1,095.219m",
3420,22+960.02,19.461m,"1,095.106m",
3421,22+960.03,25.096m,"1,095.024m",
3422,22+980.17,-15.973m,"1,097.655m",
3423,22+980.14,-12.569m,"1,097.664m",
3424,22+980.07,-9.214m,"1,097.664m",
3425,22+980.10,-5.144m,"1,096.789m",
3426,22+980.04,0.090m,"1,096.175m",
3427,22+980.03,6.253m,"1,095.990m",
3428,22+980.00,9.962m,"1,095.887m",
3429,22+979.97,15.390m,"1,095.648m",
3430,22+979.84,18.404m,"1,095.466m",
3431,22+979.76,24.887m,"1,095.345m",
3432,22+999.97,25.648m,"1,095.634m",
3433,23+000.20,20.814m,"1,095.662m",
3434,23+000.17,17.560m,"1,095.788m",
3435,23+000.15,15.086m,"1,095.877m",
3436,23+000.09,9.359m,"1,096.143m",
3437,23+000.00,5.602m,"1,096.229m",
3438,23+000.03,-0.183m,"1,096.541m",
3439,23+000.07,-1.828m,"1,096.695m",
3440,23+000.08,-4.721m,"1,096.981m",
3441,23+000.05,-5.700m,"1,097.167m",
3442,23+000.01,-7.601m,"1,097.646m",
3443,23+000.00,-9.172m,"1,097.705m",
3444,23+000.05,-12.628m,"1,097.735m",
3445,22+999.99,-15.911m,"1,097.716m",
3446,23+020.01,-15.906m,"1,097.786m",
3447,23+020.12,-12.567m,"1,097.774m",
3448,23+020.09,-9.205m,"1,097.758m",
3449,23+020.06,-7.155m,"1,097.573m",
3450,23+020.07,-3.964m,"1,097.022m",
3451,23+020.14,0.113m,"1,096.552m",
3452,23+020.04,4.773m,"1,096.198m",
3453,23+019.99,8.567m,"1,096.141m",
3454,23+019.98,12.106m,"1,096.034m",
3455,23+019.95,14.943m,"1,095.939m",
3456,23+020.03,19.240m,"1,095.688m",
3457,23+040.08,-15.625m,"1,097.863m",
3458,23+040.15,-12.578m,"1,097.876m",
3459,23+040.12,-8.981m,"1,097.871m",
3460,23+040.05,-5.533m,"1,097.177m",
3461,23+040.08,0.332m,"1,096.708m",
3462,23+040.04,4.914m,"1,096.367m",
3463,23+040.16,11.077m,"1,096.095m",
3464,23+040.25,15.326m,"1,095.817m",
3465,23+040.11,20.459m,"1,095.789m",
3466,23+039.83,24.789m,"1,095.695m",
3467,23+059.50,24.544m,"1,095.731m",
3468,23+059.60,18.278m,"1,095.876m",
3469,23+060.05,15.103m,"1,096.111m",
3470,23+060.02,10.086m,"1,096.259m",
3471,23+060.01,5.848m,"1,096.387m",
3472,23+059.96,2.732m,"1,096.661m",
3473,23+059.92,-0.097m,"1,096.947m",
3474,23+060.11,-3.385m,"1,097.504m",
3475,23+060.11,-5.997m,"1,097.848m",
3476,23+059.99,-7.429m,"1,097.875m",
3477,23+060.07,-9.181m,"1,097.937m",
3478,23+060.06,-12.572m,"1,097.948m",
3479,23+060.20,-15.585m,"1,097.943m",
3480,23+080.12,-15.696m,"1,097.998m",
3481,23+080.05,-12.544m,"1,098.048m",
3482,23+079.94,-8.916m,"1,097.999m",
3483,23+079.93,-6.785m,"1,097.672m",
3484,23+080.09,0.050m,"1,096.727m",
3485,23+080.04,3.722m,"1,096.403m",
3486,23+080.01,4.748m,"1,096.259m",
3487,23+079.92,15.035m,"1,096.137m",
3488,23+080.27,17.648m,"1,095.951m",
3489,23+080.45,22.343m,"1,095.762m",
3490,23+100.04,-15.870m,"1,098.000m",
3491,23+100.03,-12.342m,"1,098.059m",
3492,23+100.21,-9.135m,"1,098.040m",
3493,23+100.08,-5.606m,"1,097.437m",
3494,23+100.00,0.010m,"1,096.736m",
3495,23+100.01,4.721m,"1,096.369m",
3496,23+100.03,8.619m,"1,096.232m",
3497,23+099.99,15.186m,"1,096.161m",
3498,23+100.07,18.421m,"1,095.861m",
3499,23+100.17,24.271m,"1,095.754m",
3500,23+119.92,-15.669m,"1,098.075m",
3501,23+120.00,-12.684m,"1,098.115m",
3502,23+120.12,-9.124m,"1,098.105m",
3503,23+120.00,-7.351m,"1,097.947m",
3504,23+120.04,-4.373m,"1,097.350m",
3505,23+120.03,-0.004m,"1,096.902m",
3506,23+119.91,3.911m,"1,096.368m",
3507,22+359.97,-9.042m,"1,095.820m",
3508,22+360.03,-5.624m,"1,094.763m",
3509,22+360.07,0.021m,"1,093.286m",
3510,22+359.97,1.752m,"1,093.166m",
3511,22+359.99,7.914m,"1,093.110m",
3512,22+359.93,11.348m,"1,092.934m",
3513,22+360.00,15.026m,"1,092.754m",
3514,22+360.21,17.837m,"1,092.491m",
3515,22+360.34,22.523m,"1,092.250m",
3516,22+380.09,-12.032m,"1,095.891m",
3517,22+380.05,-9.039m,"1,095.922m",
3518,22+380.16,-7.021m,"1,095.571m",
3519,22+380.12,-1.973m,"1,093.448m",
3520,22+380.01,0.064m,"1,093.289m",
3521,22+379.94,3.940m,"1,093.004m",
3522,22+379.97,8.781m,"1,092.743m",
3523,22+380.07,13.963m,"1,092.613m",
3524,22+380.12,17.415m,"1,092.512m",
3525,22+380.29,22.831m,"1,092.274m",
3526,22+400.01,-15.913m,"1,095.897m",
3527,22+400.10,-12.511m,"1,095.960m",
3528,22+399.98,-9.212m,"1,095.987m",
3529,22+400.14,-5.375m,"1,094.800m",
3530,22+399.95,0.101m,"1,093.661m",
3531,22+400.07,3.721m,"1,093.508m",
3532,22+399.98,6.883m,"1,093.214m",
3533,22+399.87,11.454m,"1,092.994m",
3534,22+400.16,15.313m,"1,092.855m",
3535,22+400.60,22.798m,"1,092.506m",
3536,22+419.99,-15.768m,"1,096.004m",
3537,22+420.04,-12.350m,"1,096.048m",
3538,22+420.00,-9.124m,"1,096.009m",
3539,22+420.12,-7.968m,"1,095.952m",
3540,22+419.97,-5.195m,"1,094.956m",
3541,22+419.99,-2.613m,"1,094.173m",
3542,22+420.00,0.011m,"1,094.009m",
3543,22+419.86,8.346m,"1,093.430m",
3544,22+420.13,15.221m,"1,093.169m",
3545,22+420.05,23.023m,"1,092.901m",
3546,22+440.19,-16.043m,"1,096.066m",
3547,22+440.11,-12.526m,"1,096.107m",
3548,22+439.96,-9.020m,"1,096.100m",
3549,22+440.11,-7.303m,"1,096.013m",
3550,22+439.94,-2.812m,"1,095.030m",
3551,22+440.02,0.166m,"1,094.609m",
3552,22+439.86,6.907m,"1,094.258m",
3553,22+439.85,11.283m,"1,093.311m",
3554,22+439.87,15.098m,"1,093.235m",
3555,22+440.09,21.981m,"1,093.208m",
3556,22+444.37,21.265m,"1,093.224m",
3557,22+444.14,16.146m,"1,093.214m",
3558,22+444.45,11.677m,"1,093.432m",
3559,22+444.58,7.392m,"1,093.870m",
3560,22+444.97,0.185m,"1,094.593m",
3561,22+445.00,-5.176m,"1,095.285m",
3562,22+445.13,-7.765m,"1,096.106m",
3563,22+444.98,-9.414m,"1,096.108m",
3564,22+444.95,-12.736m,"1,096.138m",
3565,22+445.29,-16.139m,"1,096.106m",
3566,22+449.30,22.208m,"1,092.936m",
3567,22+450.48,10.186m,"1,093.412m",
3568,22+450.59,5.123m,"1,093.518m",
3569,22+450.65,-0.021m,"1,093.605m",
3570,22+450.98,-4.627m,"1,093.784m",
3571,22+451.14,-6.930m,"1,094.367m",
3572,22+451.15,-8.271m,"1,096.186m",
3573,22+451.27,-9.027m,"1,096.172m",
3574,22+451.36,-12.613m,"1,096.213m",
3575,22+451.30,-16.152m,"1,096.173m",
3576,22+454.37,22.009m,"1,093.204m",
3577,22+454.47,14.916m,"1,093.263m",
3578,22+454.48,10.418m,"1,093.599m",
3579,22+454.39,7.904m,"1,094.158m",
3580,22+454.32,6.615m,"1,094.481m",
3581,22+454.26,4.551m,"1,094.033m",
3582,22+454.17,-0.018m,"1,094.148m",
3583,22+454.15,-2.632m,"1,094.275m",
3584,22+454.13,-5.579m,"1,094.959m",
3585,22+454.22,-7.454m,"1,095.985m",
3586,22+454.28,-8.220m,"1,096.193m",
3587,22+454.27,-9.167m,"1,096.200m",
3588,22+454.38,-12.592m,"1,096.195m",
3589,22+454.31,-15.881m,"1,096.175m",
3590,22+460.17,-15.707m,"1,096.172m",
3591,22+459.96,-12.741m,"1,096.219m",
3592,22+460.14,-9.380m,"1,096.209m",
3593,22+460.14,-5.603m,"1,095.697m",
3594,22+459.97,-0.131m,"1,094.814m",
3595,22+459.97,3.979m,"1,094.288m",
3596,22+460.10,8.998m,"1,093.888m",
3597,22+460.03,13.154m,"1,093.661m",
3598,22+460.13,15.280m,"1,093.353m",
3599,22+460.11,21.554m,"1,093.309m",
3600,22+480.11,-15.795m,"1,096.226m",
3601,22+479.96,-12.486m,"1,096.231m",
3602,22+480.10,-9.242m,"1,096.211m",
3603,22+480.07,-6.691m,"1,095.828m",
3604,22+479.88,-3.446m,"1,094.750m",
3605,22+480.12,0.203m,"1,094.380m",
3606,22+479.92,5.510m,"1,093.872m",
3607,22+479.99,8.520m,"1,093.618m",
3608,22+479.96,11.125m,"1,093.513m",
3609,22+479.94,15.010m,"1,093.508m",
3610,22+479.73,21.753m,"1,093.371m",
3611,22+500.18,21.829m,"1,093.301m",
3612,22+500.09,15.392m,"1,093.455m",
3613,22+500.04,12.276m,"1,093.419m",
3614,22+500.07,7.694m,"1,093.650m",
3615,22+500.10,3.605m,"1,094.258m",
3616,22+499.97,0.054m,"1,094.653m",
3617,22+499.94,-2.775m,"1,094.864m",
3618,22+499.96,-5.101m,"1,095.310m",
3619,22+500.14,-7.473m,"1,096.080m",
3620,22+500.05,-9.110m,"1,096.266m",
3621,22+500.06,-12.639m,"1,096.287m",
3622,22+499.92,-15.697m,"1,096.270m",
3623,22+519.98,-15.727m,"1,096.292m",
3624,22+520.04,-12.519m,"1,096.306m",
3625,22+519.95,-9.199m,"1,096.322m",
3626,22+519.99,-8.161m,"1,096.295m",
3627,22+780.08,3.634m,"1,094.332m",
3628,22+780.04,0.074m,"1,094.643m",
3629,22+780.08,-1.864m,"1,095.200m",
3630,22+780.12,-4.523m,"1,095.923m",
3631,22+780.06,-7.200m,"1,096.820m",
3632,22+780.14,-9.075m,"1,097.084m",
3633,22+780.13,-12.743m,"1,097.125m",
3634,22+780.07,-15.807m,"1,097.083m",
3635,22+800.02,-15.825m,"1,097.144m",
3636,22+799.91,-12.577m,"1,097.150m",
3637,22+800.06,-9.319m,"1,097.169m",
3638,22+799.94,-7.309m,"1,096.862m",
3639,22+799.95,-4.832m,"1,096.052m",
3640,22+799.95,-2.287m,"1,095.451m",
3641,22+799.93,-0.022m,"1,095.007m",
3642,22+799.89,5.268m,"1,094.514m",
3643,22+800.08,10.733m,"1,094.398m",
3644,22+799.91,15.205m,"1,094.309m",
3645,22+800.17,18.412m,"1,094.119m",
3646,22+800.23,20.755m,"1,093.917m",
3647,22+820.06,22.478m,"1,094.039m",
3648,22+820.20,17.502m,"1,094.320m",
3649,22+820.19,14.834m,"1,094.405m",
3650,22+820.03,10.031m,"1,094.382m",
3651,22+820.01,5.696m,"1,094.576m",
3652,22+820.02,0.143m,"1,095.108m",
3653,22+820.22,-4.490m,"1,096.123m",
3654,22+820.09,-7.455m,"1,096.966m",
3655,22+820.05,-9.239m,"1,097.184m",
3656,22+820.16,-12.665m,"1,097.223m",
3657,22+820.12,-15.837m,"1,097.198m",
3658,22+840.08,-16.055m,"1,097.255m",
3659,22+839.97,-12.665m,"1,097.253m",
3660,22+839.94,-9.260m,"1,097.242m",
3661,22+840.02,-5.750m,"1,096.437m",
3662,22+840.01,-2.169m,"1,095.573m",
3663,22+840.07,-0.106m,"1,095.200m",
3664,22+840.00,5.171m,"1,094.688m",
3665,22+839.99,6.263m,"1,094.490m",
3666,22+840.03,11.163m,"1,094.474m",
3667,22+840.21,15.176m,"1,094.470m",
3668,22+840.13,18.051m,"1,094.274m",
3669,22+900.12,-12.792m,"1,097.478m",
3670,22+899.92,-9.435m,"1,097.489m",
3671,22+900.04,-8.003m,"1,097.490m",
3672,22+900.01,-6.985m,"1,094.178m",
3673,22+900.02,-5.068m,"1,093.677m",
3674,22+900.02,-2.408m,"1,093.859m",
3675,22+900.01,0.017m,"1,093.837m",
3676,22+899.98,7.003m,"1,093.825m",
3677,22+899.94,11.467m,"1,093.713m",
3678,22+900.04,14.887m,"1,093.584m",
3679,22+899.91,17.376m,"1,093.864m",
3680,22+903.46,17.367m,"1,093.959m",
3681,22+903.80,11.440m,"1,093.951m",
3682,22+903.79,7.038m,"1,094.081m",
3683,22+903.83,3.846m,"1,094.101m",
3684,22+903.70,0.833m,"1,094.204m",
3685,22+903.67,-0.032m,"1,094.240m",
3686,22+903.65,-4.574m,"1,094.507m",
3687,22+903.85,-7.085m,"1,095.554m",
3688,22+903.87,-7.839m,"1,097.474m",
3689,22+903.82,-9.222m,"1,097.505m",
3690,22+903.75,-12.623m,"1,097.484m",
3691,22+903.75,-15.993m,"1,097.445m",
3692,22+908.97,23.079m,"1,094.352m",
3693,22+908.99,16.139m,"1,094.244m",
3694,22+909.06,12.650m,"1,094.175m",
3695,22+909.16,10.613m,"1,094.716m",
3696,22+909.13,8.107m,"1,095.164m",
3697,22+909.23,3.736m,"1,095.528m",
3698,22+909.16,0.058m,"1,096.027m",
3699,22+909.36,-4.242m,"1,096.728m",
3700,22+909.28,-6.477m,"1,097.158m",
3701,22+909.45,-9.280m,"1,097.498m",
3702,22+909.79,-12.391m,"1,097.493m",
3703,22+909.77,-16.005m,"1,097.437m",
3704,22+920.23,-15.914m,"1,097.475m",
3705,22+919.98,-12.502m,"1,097.528m",
3706,22+920.08,-9.340m,"1,097.525m",
3707,22+920.17,-5.610m,"1,096.606m",
3708,22+919.96,-0.007m,"1,095.489m",
3709,22+920.01,4.284m,"1,095.060m",
3710,22+920.03,6.865m,"1,095.066m",
3711,22+919.92,11.000m,"1,095.100m",
3712,22+920.04,15.084m,"1,094.810m",
3713,18+300.06,4.650m,"1,111.561m",
3714,18+299.96,9.678m,"1,111.286m",
3715,18+300.07,11.749m,"1,110.977m",
3716,18+300.08,16.742m,"1,110.943m",
3717,18+300.19,20.189m,"1,110.956m",
3718,18+300.18,28.123m,"1,110.465m",
3719,18+300.12,31.965m,"1,110.306m",
3720,18+279.84,28.312m,"1,110.721m",
3721,18+260.37,31.184m,"1,110.869m",
3722,18+319.99,-15.893m,"1,113.756m",
3723,18+320.01,-12.691m,"1,113.731m",
3724,18+320.01,-9.219m,"1,113.754m",
3725,18+320.06,-4.804m,"1,112.393m",
3726,18+319.98,0.059m,"1,111.693m",
3727,18+320.05,5.093m,"1,111.503m",
3728,18+319.97,8.585m,"1,111.393m",
3729,18+320.02,17.626m,"1,110.907m",
3730,18+319.95,24.041m,"1,110.607m",
3731,18+319.76,28.656m,"1,110.414m",
3732,18+319.82,32.678m,"1,110.240m",
3733,18+319.74,39.492m,"1,109.907m",
3734,18+340.00,-15.950m,"1,113.578m",
3735,18+340.09,-12.698m,"1,113.525m",
3736,18+340.08,-9.280m,"1,113.514m",
3737,18+340.02,-7.742m,"1,113.361m",
3738,18+340.02,-3.779m,"1,112.053m",
3739,18+339.97,-0.001m,"1,111.865m",
3740,18+339.98,4.697m,"1,111.440m",
3741,18+340.06,12.012m,"1,110.915m",
3742,18+339.84,18.895m,"1,110.875m",
3743,18+339.76,22.088m,"1,110.732m",
3744,18+339.75,28.921m,"1,110.379m",
